,ID,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,FUGA,FUGA_COD,CIUDAD_COD,log_RENTA,log_MONTO,RATIO_DEUDA,IS_SANTIAGO,IS_ARICA,IS_CONCEPCION,IS_COD_OFI_27,IS_COD_OFI_31,IS_COD_OFI_55,IS_COD_OFI_90,IS_COD_OFI_138,IS_COD_COM_1,IS_COD_COM_88,IS_COD_COM_89,IS_COD_COM_90,IS_COD_COM_119,IS_COD_COM_226,IS_MONTO_8M,SEGURO_NO,SEGURO_SI,GENERO_F,GENERO_M,NIV_EDUC_COD_COL,NIV_EDUC_COD_UNV,E_CIVIL_COD_CAS,E_CIVIL_COD_SOL
691,692,364106,55.0,UNV,CAS,27,226.0,CONCEPCION,0,1167,0,267951,116,0,99,1,2000000,FUGA,1,CONCEPCION,12.805203059466221,14.508658238524095,0.1056733086361821,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
692,693,350730,45.0,UNV,CAS,90,80.0,SANTIAGO,0,93802,0,0,373,5266,2,1,1900000,NO FUGA,0,SANTIAGO,12.767774826860986,14.45736497045232,0.04050490609382064,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
693,694,270899,42.0,TEC,CAS,27,226.0,CONCEPCION,2853553,352220,0,0,3100,0,1076,1,7000000,FUGA,1,CONCEPCION,12.509505028073187,15.76142084987672,1.6927500127881083,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
694,695,643976,43.0,MED,CAS,47,67.0,VINA DEL MAR,0,482343,0,0,71,0,9,2,3700000,NO FUGA,0,VINA DEL MAR,13.375418290163006,15.123843647884687,0.10701907258300665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
695,696,89381,50.0,TEC,CAS,54,89.0,SANTIAGO,0,10098,0,0,2149,0,742,3,1900000,NO FUGA,0,SANTIAGO,11.400674598607647,14.45736497045232,0.020761842961191816,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
696,697,155679,48.0,MED,CAS,21,502.0,CHUQUICAMATA,0,0,0,39947,0,0,15,0,2000000,NO FUGA,0,CHUQUICAMATA,11.955557897419832,14.508658238524095,0.03667161274160291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
697,698,945731,42.0,TEC,CAS,45,89.0,SANTIAGO,0,208847,0,0,743,23911,129,1,5800000,FUGA,1,SANTIAGO,13.759714509800277,15.573368647930426,0.035291068118584616,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
698,699,6114405,31.0,TEC,SOL,79,148.0,SAN FERNANDO,0,0,0,0,0,733,83,0,2900000,NO FUGA,0,SAN FERNANDO,15.6261581842004,14.88022163978423,1.9088412644286028e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
699,700,730652,41.0,MED,SOL,102,90.0,SANTIAGO,0,93684,0,888793,269,0,127,1,3200000,NO FUGA,0,SANTIAGO,13.501693933827442,14.978661680269907,0.19217161032690175,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
700,701,693081,44.0,TEC,CAS,90,5.0,IQUIQUE,0,0,0,0,4,17081,0,1,2800000,NO FUGA,0,IQUIQUE,13.448903597290384,14.845130332288226,0.0035217487463328856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
701,702,429894,46.0,MED,SOL,138,1.0,ARICA,763874,5212,0,241828,247,0,194,1,500000,FUGA,1,ARICA,12.971296271804967,13.122365377402328,0.336081519098728,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
702,703,38019,43.0,MED,SOL,11,11.0,TOCOPILLA,0,98699,0,0,0,0,2262,0,6100000,NO FUGA,0,TOCOPILLA,10.54586761604242,15.623799493077952,0.3793667076236318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
703,704,859951,45.0,UNV,CAS,24,85.0,SANTIAGO,657794,698,0,162006,437,0,286,2,3100000,FUGA,1,SANTIAGO,13.664631852718545,14.946912992035967,0.13642338757839523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
704,705,4150,45.0,UNV,CAS,54,80.0,SANTIAGO,0,59253,0,0,486,5222,0,1,3800000,FUGA,1,SANTIAGO,8.33110454805304,15.150511887854474,2.2362134251290877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
705,706,1058275,39.0,TEC,CAS,48,89.0,SANTIAGO,0,953023,0,0,0,21056,0,0,4000000,NO FUGA,0,SANTIAGO,13.87215172694505,15.201805169084134,0.13149161202360984,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
706,707,652605,28.0,UNV,SOL,66,253.0,TEMUCO,0,530671,0,254228,0,0,146,0,3200000,NO FUGA,0,TEMUCO,13.388728857092351,14.978661680269907,0.17184886504306368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
707,708,646229,54.0,TEC,CAS,27,226.0,CONCEPCION,0,608452,0,0,0,26381,21,1,3100000,FUGA,1,CONCEPCION,13.378910756550255,14.946912992035967,0.1403427754380745,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
708,709,713424,43.0,MED,CAS,82,85.0,SANTIAGO,393553,22484,0,67233,182,0,71,1,8000000,FUGA,1,SANTIAGO,13.477832594746804,15.894952224644102,0.09682160558497772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
709,710,481288,39.0,TEC,CAS,57,93.0,SANTIAGO,0,206523,0,599593,203,0,625,1,1500000,NO FUGA,0,SANTIAGO,13.084223200261691,14.220976332738882,0.23951949174477058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
710,711,455464,54.0,UNV,VIU,16,89.0,SANTIAGO,0,545721,0,0,17,0,0,1,1300000,NO FUGA,0,SANTIAGO,13.029074154091052,14.077875591662238,0.1711720669157481,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
711,712,36948,49.0,UNV,CAS,49,90.0,SANTIAGO,105279,1356,0,510823,1400,0,402,1,1700000,FUGA,1,SANTIAGO,10.517293862410662,14.346139397261565,2.394334122086639,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
713,714,1983371,31.0,MED,SOL,48,82.0,SANTIAGO,0,71136,0,0,1,0,0,1,1900000,NO FUGA,0,SANTIAGO,14.50030898446198,14.45736497045232,0.005123888283418195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
714,715,6420819,43.0,UNV,CAS,17,118.0,SANTIAGO,0,158540,0,535503,0,0,125,1,2400000,FUGA,1,SANTIAGO,15.675056393366589,14.690979711984754,0.015444602939282357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
715,716,4087490,45.0,UNV,CAS,31,119.0,SANTIAGO,0,274655,0,66389,0,0,126,1,3300000,FUGA,1,SANTIAGO,15.22344189235036,15.009433329466965,0.011923873645125562,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
716,717,2315744,30.0,MED,VIU,76,80.0,SANTIAGO,0,19178,0,65512,14,0,19,1,1900000,NO FUGA,0,SANTIAGO,14.65524200798623,14.45736497045232,0.005226583150567839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
717,718,1091996,37.0,UNV,SOL,14,22.0,COPIAPO,1267283,1120628,0,0,439,27303,13,1,4500000,NO FUGA,0,COPIAPO,13.903518688030466,15.319588176962746,0.3160224815056884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
718,719,6258526,36.0,TEC,VIU,96,88.0,SANTIAGO,0,291716,0,0,2366,0,116,1,4400000,NO FUGA,0,SANTIAGO,15.649455411873689,15.29711532616119,0.006715387708132645,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
719,720,15595,40.0,MED,CAS,41,119.0,SANTIAGO,0,93979,0,59006,176,0,53,1,3500000,NO FUGA,0,SANTIAGO,9.654769750102489,15.068273812173887,1.4035176109558924,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
720,721,5511066,36.0,MED,VIU,40,88.0,SANTIAGO,0,1347428,0,73707,32,0,0,1,8000000,NO FUGA,0,SANTIAGO,15.522268810294646,15.894952224644102,0.036839333805837204,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
721,722,25975,42.0,TEC,SOL,60,291.0,PUERTO MONTT,606920,796261,0,0,1626,0,21582,1,4200000,NO FUGA,0,PUERTO MONTT,10.164928313782681,15.250595321348806,7.844850818094321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
722,723,28572,28.0,EUN,SOL,132,99.0,SANTIAGO,0,85576,0,0,230,0,0,3,1200000,NO FUGA,0,SANTIAGO,10.260217494962417,13.997832948091215,0.4290264194716106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
723,724,4538557,27.0,EUN,SOL,52,88.0,SANTIAGO,0,70246,0,275500,0,0,59,0,8000000,NO FUGA,0,SANTIAGO,15.328119898419876,15.894952224644102,0.010884705676905047,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
724,725,960901,52.0,UNV,SOL,138,1.0,ARICA,0,0,0,0,0,0,0,1,5000000,FUGA,1,ARICA,13.775627705645231,15.424948670398354,1.4866999082854826e-07,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
725,726,68274,47.0,MED,CAS,55,90.0,SANTIAGO,0,41022,0,952945,4311,40173,2266,2,3000000,FUGA,1,SANTIAGO,11.131298946341905,14.914123179965662,2.177607874154144,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
726,727,872727,38.0,TEC,CAS,18,99.0,SANTIAGO,0,184647,0,0,2052,0,1041,2,1200000,NO FUGA,0,SANTIAGO,13.67937921697268,13.997832948091215,0.030731423294045972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
727,728,390098,53.0,TEC,SOL,90,88.0,SANTIAGO,0,0,0,0,50,22571,922,1,8000000,NO FUGA,0,SANTIAGO,12.874155832046192,15.894952224644102,0.008622009268000788,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
728,729,61058,40.0,TEC,SOL,52,131.0,RANCAGUA,0,116612,0,31378,0,2525,0,0,2200000,NO FUGA,0,RANCAGUA,11.019595888820989,14.603968372873895,0.35216164489969726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
729,730,190625,48.0,MED,CAS,138,1.0,ARICA,482390,399744,0,0,1406,0,0,1,1900000,FUGA,1,ARICA,12.158068672231693,14.45736497045232,0.6621384543325527,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
730,731,1097637,43.0,UNV,CAS,48,105.0,SANTIAGO,0,99844,0,88408,4162,516,505,3,1500000,FUGA,1,SANTIAGO,13.908671156345719,14.220976332738882,0.025175640294299743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
731,732,239849,42.0,TEC,SOL,27,226.0,CONCEPCION,706124,241525,0,67661,753,0,2051,2,5600000,FUGA,1,CONCEPCION,12.38776900693021,15.53827733427679,0.6064023614857681,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
732,733,751995,45.0,UNV,CAS,30,94.0,SANTIAGO,0,69309,0,17067,178,0,0,2,4000000,FUGA,1,SANTIAGO,13.530486283768894,15.201805169084134,0.016442928476918063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
733,734,14777,40.0,UNV,CAS,55,90.0,SANTIAGO,0,496450,356892,0,1,0,2064,1,8000000,FUGA,1,SANTIAGO,9.600894867348593,15.894952224644102,8.269685515134524,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
735,736,500311,50.0,UNV,SOL,138,1.0,ARICA,0,438325,0,117538,439,0,0,1,4700000,FUGA,1,ARICA,13.122987182797281,15.363073279446223,0.1588449127499838,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
736,737,824557,39.0,UNV,CAS,32,116.0,SANTIAGO,748526,328077,0,138104,216,0,1,1,3700000,NO FUGA,0,SANTIAGO,13.62260276417169,15.123843647884687,0.210489649940167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
737,738,1396099,42.0,TEC,CAS,24,88.0,SANTIAGO,0,760742,0,0,143,1863,1,2,8000000,NO FUGA,0,SANTIAGO,14.149193192976739,15.894952224644102,0.07804911092571924,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
738,739,529158,54.0,UNV,CAS,27,226.0,CONCEPCION,0,729385,0,56759,726,28812,20427,1,5500000,NO FUGA,0,CONCEPCION,13.179044232786943,15.520258832020865,0.2257251817307604,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
739,740,7801,45.0,TEC,SOL,37,93.0,SANTIAGO,0,170752,0,152234,95,0,166,1,3600000,NO FUGA,0,SANTIAGO,8.962135390066601,15.096444681204078,5.919534125661546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
740,741,242163,45.0,UNV,SOL,90,119.0,SANTIAGO,347876,132295,0,90838,258,0,59,2,1200000,FUGA,1,SANTIAGO,12.397370461563805,13.997832948091215,0.33703803990346526,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
741,742,1006584,37.0,TEC,CAS,124,253.0,TEMUCO,591119,224339,0,0,104,20378,3085,1,5700000,NO FUGA,0,TEMUCO,13.82207397156425,15.555976908243359,0.11907685512868985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
742,743,337607,36.0,MED,CAS,101,87.0,SANTIAGO,0,471220,0,0,356,0,321,1,1500000,NO FUGA,0,SANTIAGO,12.729640738105642,14.220976332738882,0.19968187863403306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
743,744,39687,28.0,TEC,SOL,13,16.0,ANTOFAGASTA,0,299599,0,0,33,30469,1368,2,5500000,NO FUGA,0,ANTOFAGASTA,10.588804153980885,15.520258832020865,1.1931578890532704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
744,745,2597747,53.0,TEC,SOL,85,88.0,SANTIAGO,0,2024218,0,0,144,0,8175,1,8000000,NO FUGA,0,SANTIAGO,14.77015547381757,15.894952224644102,0.11177476922447467,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
745,746,471524,30.0,TEC,CAS,100,70.0,QUILPUE,0,0,0,155583,44,0,8,2,2300000,NO FUGA,0,QUILPUE,13.06372740191937,14.648420115681892,0.047152879356542374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
746,747,37341,31.0,MED,SOL,40,67.0,VINA DEL MAR,0,472681,0,301276,0,0,222,0,3500000,NO FUGA,0,VINA DEL MAR,10.527873977525282,15.068273812173887,2.9618152394725064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
747,748,1290610,33.0,TEC,VIU,62,292.0,PUERTO VARAS,0,583750,0,0,702,1944,55,1,4400000,NO FUGA,0,PUERTO VARAS,14.070626307615074,15.29711532616119,0.06491415465776428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
748,749,413543,44.0,MED,CAS,55,86.0,SANTIAGO,0,723235,0,0,1,0,1,1,8000000,NO FUGA,0,SANTIAGO,12.932519196491045,15.894952224644102,0.2498403171755157,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
749,750,640034,54.0,UNV,CAS,31,119.0,SANTIAGO,0,61135,0,329011,708,0,628,2,4400000,FUGA,1,SANTIAGO,13.369278141340548,15.29711532616119,0.08737995615411502,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
750,751,953265,40.0,UNV,CAS,102,90.0,SANTIAGO,0,767779,0,248002,2098,0,38,2,3400000,FUGA,1,SANTIAGO,13.767649262262925,15.039286283703994,0.1525460990835257,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
751,752,103184,48.0,MED,CAS,138,1.0,ARICA,0,643,0,221182,1430,0,8620,2,750000,FUGA,1,ARICA,11.544278772628225,13.527829818844937,0.32102983851316924,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
752,753,33348,46.0,TEC,SOL,53,115.0,SANTIAGO,0,586808,0,0,1,5103,0,1,8000000,NO FUGA,0,SANTIAGO,10.414783065886715,15.894952224644102,2.535654312102675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
753,754,1209730,55.0,UNV,CAS,39,84.0,SANTIAGO,0,39741,0,51927,2088,0,48,3,7200000,NO FUGA,0,SANTIAGO,14.005908578807906,15.789591722875162,0.011077442310031401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
754,755,418763,38.0,TEC,CAS,68,213.0,LOS ANGELES,654741,493935,0,0,307,0,0,1,2500000,NO FUGA,0,LOS ANGELES,12.94506279439837,14.731801689838349,0.39196531553306146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
755,756,269022,51.0,UNV,SOL,90,97.0,SANTIAGO,0,188847,0,93045,0,0,14233,1,2200000,FUGA,1,SANTIAGO,12.502552156787637,14.603968372873895,0.15725001778930453,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
756,757,4111,31.0,TEC,CAS,27,226.0,CONCEPCION,0,169722,0,20901,50,0,209,1,2600000,FUGA,1,CONCEPCION,8.321664807135,14.77102238760702,6.633179275115544,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
757,758,57715,48.0,TEC,SOL,11,11.0,TOCOPILLA,0,0,0,146442,860,0,893,1,8000000,NO FUGA,0,TOCOPILLA,10.963289710417147,15.894952224644102,0.36681724236086183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
758,759,605660,54.0,UNV,CAS,57,105.0,SANTIAGO,0,537390,0,440,158,0,3,1,8000000,FUGA,1,SANTIAGO,13.314075702584978,15.894952224644102,0.12689627844004886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
759,760,4403,33.0,TEC,SOL,45,88.0,SANTIAGO,0,1143507,0,0,1,0,0,1,2700000,NO FUGA,0,SANTIAGO,8.390268497842571,14.80876270134486,37.101619025988775,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
760,761,827826,46.0,MED,SOL,14,22.0,COPIAPO,0,175344,0,2375,0,0,22959,0,8000000,NO FUGA,0,COPIAPO,13.626559474338912,15.894952224644102,0.034630983529665135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
761,762,768598,54.0,UNV,CAS,27,226.0,CONCEPCION,2019178,29723,0,1043172,5407,11390,2506,2,1200000,FUGA,1,CONCEPCION,13.55232465604516,13.997832948091215,0.5783028690829648,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
762,763,41834,40.0,MED,VIU,84,86.0,SANTIAGO,0,968416,0,0,1720,0,41192,1,8000000,NO FUGA,0,SANTIAGO,10.641488588729699,15.894952224644102,3.453544280455405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
763,764,387708,50.0,UNV,CAS,37,98.0,SANTIAGO,0,202169,0,0,465,0,0,2,1400000,FUGA,1,SANTIAGO,12.868010337214706,14.151983508870947,0.074664069719627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
764,765,2201554,28.0,MED,CAS,90,85.0,SANTIAGO,0,212295,0,0,62,45296,0,2,8000000,NO FUGA,0,SANTIAGO,14.604674486832035,15.894952224644102,0.016718969548652582,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
765,766,469134,29.0,UNV,SOL,102,100.0,SANTIAGO,444682,116392,0,0,59,0,0,1,1200000,FUGA,1,SANTIAGO,13.058645852490443,13.997832948091215,0.17087228808826477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
766,767,2775,52.0,MED,CAS,41,105.0,SANTIAGO,0,70016,0,0,1,0,884,1,2500000,FUGA,1,SANTIAGO,7.9287663216266955,14.731801689838349,3.65003861003861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
767,768,673656,37.0,MED,CAS,24,83.0,SANTIAGO,0,285929,0,603282,77,16621,1318,1,8000000,NO FUGA,0,SANTIAGO,13.420476358282682,15.894952224644102,0.19238899378911492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
768,769,699929,51.0,MED,CAS,90,86.0,SANTIAGO,0,78297,0,0,18,3502,0,2,4000000,NO FUGA,0,SANTIAGO,13.458735609025208,15.201805169084134,0.016699244800952258,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
769,770,497012,52.0,MED,CAS,27,226.0,CONCEPCION,291601,159262,3699824,217646,984,30546,4935,2,2800000,FUGA,1,CONCEPCION,13.116371461678328,14.845130332288226,1.2660800946456021,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
770,771,495554,60.0,TEC,SOL,67,193.0,CHILLAN,152392,864481,0,303818,189,0,361,1,1200000,NO FUGA,0,CHILLAN,13.113433625583166,13.997832948091215,0.3808845396119437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
771,772,18690,42.0,MED,CAS,31,119.0,SANTIAGO,0,0,0,0,0,0,1835,1,2800000,FUGA,1,SANTIAGO,9.835797403566177,14.845130332288226,0.01403347855996331,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
772,773,72964,44.0,TEC,SOL,62,292.0,PUERTO VARAS,0,151624,0,0,248,0,0,1,1800000,NO FUGA,0,PUERTO VARAS,11.197735153101846,14.403297778421795,0.29735407676584147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
773,774,1932584,47.0,MED,CAS,66,242.0,ANGOL,0,712,0,1129497,7811,6329,17365,1,3400000,NO FUGA,0,ANGOL,14.474369042952492,15.039286283703994,0.08587429354392136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
774,775,5576,43.0,UNV,CAS,55,90.0,SANTIAGO,0,239592,0,155566,1058,0,574,2,800000,FUGA,1,SANTIAGO,8.626406276389554,13.592368256649284,10.165787046525928,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
775,776,285989,45.0,UNV,SOL,31,119.0,SANTIAGO,45324,79095,0,262740,164,0,34,1,1100000,FUGA,1,SANTIAGO,12.563712124155733,13.910821646859095,0.1934929565223038,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
776,777,470376,45.0,TEC,CAS,90,80.0,SANTIAGO,0,535461,0,0,234,10903,2,1,1900000,NO FUGA,0,SANTIAGO,13.061289779813354,14.45736497045232,0.16600731572796473,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
777,778,2863478,41.0,UNV,CAS,55,90.0,SANTIAGO,387738,141618,0,11955,523,8732,1,3,1100000,FUGA,1,SANTIAGO,14.8675478771066,13.910821646859095,0.02746749632040876,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
778,779,491636,53.0,UNV,SOL,31,118.0,SANTIAGO,0,397231,0,486533,568,0,956,3,3700000,FUGA,1,SANTIAGO,13.105495918284428,15.123843647884687,0.2572428730663685,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
779,780,5475,46.0,MED,CAS,151,226.0,CONCEPCION,0,0,0,0,0,15028,4,0,2000000,NO FUGA,0,CONCEPCION,8.60813018640834,14.508658238524095,0.39225048923679057,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
780,781,215955,45.0,MED,CAS,138,1.0,ARICA,0,0,0,59022,285,0,1431,3,2000000,FUGA,1,ARICA,12.282829962212181,14.508658238524095,0.04017966706026718,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0
781,782,60884,48.0,MED,CAS,55,90.0,SANTIAGO,359104,337758,0,0,3373,1952,380,2,6100000,FUGA,1,SANTIAGO,11.016742117941108,15.623799493077952,1.6484931532563094,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
782,783,50742,41.0,UNV,CAS,55,90.0,SANTIAGO,0,178347,0,77223,14,0,3626,1,4200000,FUGA,1,SANTIAGO,10.834528956356191,15.250595321348806,0.7297730254452496,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
783,784,547745,55.0,MED,CAS,31,119.0,SANTIAGO,0,229401,0,836185,0,0,991,1,3700000,FUGA,1,SANTIAGO,13.213566954829497,15.123843647884687,0.27817375916582665,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
784,785,878626,46.0,UNV,CAS,90,86.0,SANTIAGO,0,0,0,0,3190,0,7076,2,3100000,FUGA,1,SANTIAGO,13.686115740759583,14.946912992035967,0.0016693272060174474,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
785,786,337448,41.0,UNV,CAS,55,90.0,SANTIAGO,0,37487,0,947584,183,0,179,1,1800000,FUGA,1,SANTIAGO,12.729169666765177,14.403297778421795,0.4171791971334419,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
786,787,500438,59.0,UNV,SOL,86,49.0,LOS ANDES,477060,0,0,0,244,0,0,1,1600000,NO FUGA,0,LOS ANDES,13.123240992187792,14.285514812209815,0.1362534990776651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
787,788,193565,32.0,TEC,CAS,75,186.0,PARRAL,0,0,0,0,0,0,9,0,2400000,NO FUGA,0,PARRAL,12.173373818566935,14.690979711984754,7.380318903579824e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
