,ID,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,FUGA,FUGA_COD,CIUDAD_COD,log_RENTA,log_MONTO,RATIO_DEUDA,IS_SANTIAGO,IS_ARICA,IS_CONCEPCION,IS_COD_OFI_27,IS_COD_OFI_31,IS_COD_OFI_55,IS_COD_OFI_90,IS_COD_OFI_138,IS_COD_COM_1,IS_COD_COM_88,IS_COD_COM_89,IS_COD_COM_90,IS_COD_COM_119,IS_COD_COM_226,IS_MONTO_8M,SEGURO_NO,SEGURO_SI,GENERO_F,GENERO_M,NIV_EDUC_COD_COL,NIV_EDUC_COD_UNV,E_CIVIL_COD_CAS,E_CIVIL_COD_SOL
0,1,746476,39.0,MED,CAS,68,213.0,LOS ANGELES,0,38292,0,434357,1766,9110,340,2,2000000,NO FUGA,0,LOS ANGELES,13.52312008503797,14.508658238524095,0.09260004914520265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
1,2,11901,49.0,MED,VIU,16,89.0,SANTIAGO,0,0,0,0,48,0,0,1,7500000,NO FUGA,0,SANTIAGO,9.384461732204798,15.830413711839864,0.0005881858667338879,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
2,3,1651421,39.0,TEC,CAS,90,16.0,ANTOFAGASTA,0,604169,0,0,323,26489,2925,1,8000000,NO FUGA,0,ANTOFAGASTA,14.31714729290652,15.894952224644102,0.05483649708774616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
3,4,638969,36.0,UNV,CAS,85,115.0,SANTIAGO,0,5125,0,198998,94,0,105,1,2600000,NO FUGA,0,SANTIAGO,13.367612783900755,14.77102238760702,0.04568140238415322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
4,5,860113,44.0,TEC,CAS,45,80.0,SANTIAGO,0,11946,0,73959,149,0,272,1,6400000,NO FUGA,0,SANTIAGO,13.664820217584172,15.671808704579888,0.014338149256468128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
5,6,329463,40.0,TEC,CAS,53,92.0,SANTIAGO,0,187538,0,12008,641,118,154,2,7700000,FUGA,1,SANTIAGO,12.705222370506613,15.856731016694035,0.08692066440584484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
6,7,28732,45.0,UNV,CAS,55,90.0,SANTIAGO,559984,532706,0,0,1464,15600,1523,1,2900000,FUGA,1,SANTIAGO,10.265801566988308,14.88022163978423,5.525337602672978,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
7,8,11563,41.0,TEC,SOL,47,112.0,SANTIAGO,0,141317,0,525325,13,0,477,1,2100000,NO FUGA,0,SANTIAGO,9.355652103136237,14.557448378884015,8.242213464128193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
8,9,3044549,33.0,MED,CAS,22,1.0,ARICA,0,102078,0,0,44,0,0,1,1600000,NO FUGA,0,ARICA,14.928863664953882,14.285514812209815,0.004791842732700311,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
9,10,3632707,39.0,MED,VIU,27,89.0,SANTIAGO,0,162658,0,445896,865,0,907,1,2800000,NO FUGA,0,SANTIAGO,15.105488933626878,14.845130332288226,0.02400126721713902,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
10,11,2904507,46.0,MED,CAS,41,103.0,SANTIAGO,1308419,773273,0,543085,9603,0,1845,1,3700000,NO FUGA,0,SANTIAGO,14.881774570757635,15.123843647884687,0.12966183737402398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
11,12,81895,37.0,TEC,CAS,139,90.0,SANTIAGO,0,71058,0,0,40,0,0,1,1900000,NO FUGA,0,SANTIAGO,11.313205428599607,14.45736497045232,0.12402466573050858,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
12,13,525874,48.0,UNV,CAS,52,93.0,SANTIAGO,222325,1055,0,0,597,0,0,1,1900000,FUGA,1,SANTIAGO,13.172818820892822,14.45736497045232,0.060845101950005406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
13,14,63148,43.0,UNV,CAS,122,105.0,SANTIAGO,0,203033,0,139614,205,404,555,1,4800000,FUGA,1,SANTIAGO,11.05325229234051,15.38412668421143,0.7777918540571356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
14,15,2620751,39.0,TEC,VIU,80,110.0,SANTIAGO,0,759881,0,94735,0,0,0,0,3300000,NO FUGA,0,SANTIAGO,14.77897185745485,15.009433329466965,0.0465851745767312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
15,16,35296,40.0,MED,CAS,128,88.0,SANTIAGO,0,0,0,0,181,0,0,1,1900000,FUGA,1,SANTIAGO,10.471553253474193,14.45736497045232,0.0007366273798730734,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
16,17,28267,45.0,UNV,CAS,55,90.0,SANTIAGO,0,197999,0,503706,326,0,5994,3,4000000,FUGA,1,SANTIAGO,10.249485701810745,15.201805169084134,3.578256321101335,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
18,19,47223,54.0,UNV,CAS,152,88.0,SANTIAGO,0,6266,0,2804,119,0,138,1,4800000,FUGA,1,SANTIAGO,10.762657516920525,15.38412668421143,0.028218694885361554,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
19,20,23976,41.0,MED,SOL,16,85.0,SANTIAGO,0,42045,0,82508,434,0,50,1,1800000,NO FUGA,0,SANTIAGO,10.08485031650177,14.403297778421795,0.7450188283521616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
20,21,19886,54.0,TEC,SOL,19,88.0,SANTIAGO,0,300817,0,0,585,0,0,1,700000,NO FUGA,0,SANTIAGO,9.897821530909502,13.45883704259595,2.165220327294148,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
21,22,560302,47.0,MED,CAS,138,1.0,ARICA,0,0,0,0,9,0,0,1,2400000,FUGA,1,ARICA,13.236232987813537,14.690979711984754,2.5496454208113277e-06,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
22,23,9394,51.0,MED,CAS,31,119.0,SANTIAGO,255678,134779,0,59821,1028,10366,9138,1,1100000,FUGA,1,SANTIAGO,9.147932911847565,13.910821646859095,7.159752425560389,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
23,24,537818,29.0,TEC,CAS,27,226.0,CONCEPCION,0,104472,0,0,2,0,0,1,2200000,FUGA,1,CONCEPCION,13.195277351311475,14.603968372873895,0.027751023580467743,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
24,25,248276,49.0,TEC,CAS,77,227.0,TALCAHUANO,0,733019,0,0,20,0,376,1,1100000,NO FUGA,0,TALCAHUANO,12.422300337322639,13.910821646859095,0.42200500364801385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
25,26,226727,29.0,MED,CAS,13,16.0,ANTOFAGASTA,387756,167023,0,0,377,0,0,1,1000000,NO FUGA,0,ANTOFAGASTA,12.33150634011708,13.815511557963774,0.3497957581458885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
26,27,581593,46.0,TEC,VIU,55,108.0,SANTIAGO,0,504107,0,189115,0,0,174,0,8000000,NO FUGA,0,SANTIAGO,13.273527888779594,15.894952224644102,0.17031964670433497,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
27,28,171798,52.0,UNV,CAS,31,119.0,SANTIAGO,0,97745,0,0,0,0,4921,1,2200000,FUGA,1,SANTIAGO,12.054080467793582,14.603968372873895,0.08537185698153812,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
28,29,1714426,43.0,UNV,CAS,16,80.0,SANTIAGO,0,212011,0,0,0,0,21,1,4200000,FUGA,1,SANTIAGO,14.35458947196756,15.250595321348806,0.01766797083771978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
29,30,14423,39.0,TEC,SOL,60,253.0,TEMUCO,0,435093,0,240380,41,2673,383,3,8000000,NO FUGA,0,TEMUCO,9.576648764883153,15.894952224644102,6.721120036449719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
31,32,26796,41.0,UNV,SEP,138,1.0,ARICA,284901,587892,0,218068,500,1367,502,2,3500000,FUGA,1,ARICA,10.196045219934657,15.068273812173887,5.828327255667157,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
32,33,249559,27.0,MED,CAS,116,131.0,RANCAGUA,228929,0,0,0,6,0,0,1,3700000,NO FUGA,0,RANCAGUA,12.427454646224723,15.123843647884687,0.13105174670976746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
33,34,2508956,44.0,MED,CAS,55,90.0,SANTIAGO,623615,1681538,0,0,3201,0,57256,3,4600000,FUGA,1,SANTIAGO,14.735377686899584,15.341567078850604,0.1346952392036483,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
34,35,147751,46.0,MED,CAS,31,119.0,SANTIAGO,0,175864,0,0,47,0,0,1,1700000,FUGA,1,SANTIAGO,11.903290471555747,14.346139397261565,0.17008538496717934,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
35,36,234552,52.0,UNV,CAS,31,119.0,SANTIAGO,0,0,0,0,313,0,0,1,2200000,FUGA,1,SANTIAGO,12.365436854124605,14.603968372873895,0.00019124604717564913,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
36,37,189901,46.0,MED,CAS,92,92.0,SANTIAGO,0,5622,0,160007,106,0,23,1,2000000,FUGA,1,SANTIAGO,12.154263428603791,14.508658238524095,0.12469580014248025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
37,38,1233336,44.0,UNV,CAS,55,90.0,SANTIAGO,193646,15527,0,0,836,0,0,2,3000000,FUGA,1,SANTIAGO,14.025234061914897,14.914123179965662,0.024325430029958236,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
38,39,22984,46.0,UNV,CAS,102,87.0,SANTIAGO,0,1582,0,222249,28,3261,190,1,5400000,FUGA,1,SANTIAGO,10.042597108240328,15.501909696719672,1.4128524190741385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
39,40,200685,51.0,MED,CAS,124,253.0,TEMUCO,0,1803351,0,79,2281,6308,0,2,800000,NO FUGA,0,TEMUCO,12.209496776496868,13.592368256649284,1.2898821536238383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
40,41,292141,27.0,UNV,CAS,125,89.0,SANTIAGO,0,0,0,36122,0,0,2,0,4000000,NO FUGA,0,SANTIAGO,12.584995264414092,15.201805169084134,0.017665148971607154,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
41,42,582881,28.0,TEC,SOL,37,98.0,SANTIAGO,0,178223,0,0,107,0,0,2,1400000,FUGA,1,SANTIAGO,13.275740043474494,14.151983508870947,0.04370678945249055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
42,43,41095,40.0,UNV,CAS,55,90.0,SANTIAGO,0,9063,865877,0,0,20,248,1,1900000,FUGA,1,SANTIAGO,10.623666072147104,14.45736497045232,3.042459110423583,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
43,44,247458,49.0,UNV,CAS,138,1.0,ARICA,364846,90577,0,78091,894,0,82,1,900000,FUGA,1,ARICA,12.419000190702661,13.710151153416941,0.3085608755540623,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
44,45,123985,49.0,UNV,CAS,138,1.0,ARICA,0,298173,0,99446,0,0,10,1,3400000,FUGA,1,ARICA,11.727923934987318,15.039286283703994,0.45815450025636745,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
45,46,4973,54.0,MED,SOL,27,226.0,CONCEPCION,0,0,0,144490,0,2298,207,1,2000000,FUGA,1,CONCEPCION,8.51197962436335,14.508658238524095,4.2226882307316655,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
46,47,2170313,38.0,UNV,CAS,21,502.0,CHUQUICAMATA,0,431838,0,0,35,0,0,1,8000000,NO FUGA,0,CHUQUICAMATA,14.590382415509369,15.894952224644102,0.02842736771805989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
47,48,628289,47.0,UNV,CAS,127,104.0,SANTIAGO,0,344058,0,0,105,0,0,2,3400000,FUGA,1,SANTIAGO,13.350757122300667,15.039286283703994,0.0782542519673044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
48,49,34232,45.0,UNV,CAS,122,115.0,SANTIAGO,0,118236,0,296748,697,35,144,2,1300000,FUGA,1,SANTIAGO,10.440945370102789,14.077875591662238,1.735473074483357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
49,50,625999,55.0,TEC,CAS,16,90.0,SANTIAGO,0,0,0,2077,348,0,415,1,5700000,FUGA,1,SANTIAGO,13.347105650082236,15.555976908243359,0.0006483351297001159,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
50,51,27754,46.0,UNV,CAS,55,90.0,SANTIAGO,645645,859109,0,0,360,0,0,1,4100000,FUGA,1,SANTIAGO,10.231171283124262,15.226497775576945,7.747223051503516,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
51,52,213994,40.0,TEC,CAS,30,98.0,SANTIAGO,458385,1693416,0,371623,1791,0,671,3,1900000,NO FUGA,0,SANTIAGO,12.273707929245054,14.45736497045232,1.686220174397413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
52,53,53632,53.0,MED,SOL,80,110.0,SANTIAGO,0,0,0,0,0,0,49,0,8000000,NO FUGA,0,SANTIAGO,10.889919829252653,15.894952224644102,0.00013318274803954995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
53,54,6878013,26.0,TEC,VIU,22,1.0,ARICA,0,189575,0,41218,1,0,0,1,1600000,NO FUGA,0,ARICA,15.743840505447706,14.285514812209815,0.004793639425472776,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
54,55,12215,55.0,MED,CAS,55,90.0,SANTIAGO,142855,209317,0,21778,1002,0,0,1,3300000,FUGA,1,SANTIAGO,9.410501846898468,15.009433329466965,4.385158762645459,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
55,56,818993,44.0,UNV,CAS,138,1.0,ARICA,462287,22546,0,805760,742,0,480,1,1400000,FUGA,1,ARICA,13.615832036801045,14.151983508870947,0.22533177067098603,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
56,57,456419,29.0,TEC,SOL,60,287.0,PUERTO OCTAY,0,177279,0,79727,0,0,158,0,1700000,NO FUGA,0,PUERTO OCTAY,13.031168717219401,14.346139397261565,0.08049151578452507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
57,58,2186611,49.0,MED,SEP,123,90.0,SANTIAGO,0,77397,0,5089688,2707,12610,2000,2,8000000,FUGA,1,SANTIAGO,14.597863871939657,15.894952224644102,0.3387109092563789,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
58,59,19520,52.0,MED,SOL,12,13.0,CALAMA,0,8939,0,0,174,0,278,1,1800000,NO FUGA,0,CALAMA,9.879246088163093,14.403297778421795,0.06873536299765809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
59,60,40575,46.0,UNV,CAS,90,100.0,SANTIAGO,0,1141924,0,724982,3,0,0,2,4600000,FUGA,1,SANTIAGO,10.610932037796898,15.341567078850604,6.573048147170144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
60,61,4539866,44.0,UNV,CAS,53,93.0,SANTIAGO,0,229320,0,0,0,0,7,1,4200000,FUGA,1,SANTIAGO,15.328408274434235,15.250595321348806,0.007216323754300867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
61,62,2823360,43.0,UNV,CAS,24,88.0,SANTIAGO,0,809182,0,45608,131,31748,303,1,5000000,FUGA,1,SANTIAGO,14.853438577203733,15.424948670398354,0.04487930287722025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
62,63,299679,50.0,UNV,CAS,85,88.0,SANTIAGO,0,38550,0,305418,42,0,0,1,7200000,FUGA,1,SANTIAGO,12.610470517677916,15.789591722875162,0.16399023145241598,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
63,64,136906,35.0,TEC,CAS,92,88.0,SANTIAGO,0,246905,0,93940,30,3213,207,1,2400000,NO FUGA,0,SANTIAGO,11.827057142182628,14.690979711984754,0.3592621423249737,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
64,65,352529,26.0,UNV,SOL,25,89.0,SANTIAGO,0,99092,0,140192,384,0,273,1,600000,NO FUGA,0,SANTIAGO,12.772891003996097,13.304686600863562,0.09723293281241706,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
65,66,1001768,40.0,UNV,SEP,138,1.0,ARICA,1416442,752132,0,591974,4085,0,835,2,6900000,FUGA,1,ARICA,13.81727799512661,15.747032114495013,0.39436975427444276,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
66,67,846188,40.0,UNV,SEP,16,89.0,SANTIAGO,1515606,2334,0,27996,4707,17750,66,2,4400000,FUGA,1,SANTIAGO,13.648498017892665,15.29711532616119,0.2647942470062377,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
67,68,14787,44.0,UNV,CAS,55,90.0,SANTIAGO,0,650804,0,0,0,0,0,1,2100000,FUGA,1,SANTIAGO,9.601571320056523,14.557448378884015,6.287424281946497,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
68,69,748468,40.0,UNV,CAS,55,90.0,SANTIAGO,0,1293,154112,157560,120,0,618,2,1300000,FUGA,1,SANTIAGO,13.525785065818482,14.077875591662238,0.05987544843982261,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
69,70,6190393,37.0,TEC,SOL,20,326.0,PUNTA ARENAS,0,399081,0,0,85,2324,0,1,1700000,NO FUGA,0,PUNTA ARENAS,15.638509293685217,14.346139397261565,0.009265301434473893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
70,71,94563,47.0,TEC,CAS,138,1.0,ARICA,0,46133,0,0,0,0,14864,1,2200000,FUGA,1,ARICA,11.457032132929688,14.603968372873895,0.0921502067404799,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
71,72,276824,57.0,UNV,CAS,90,89.0,SANTIAGO,0,396782,0,0,224,0,1,1,3200000,NO FUGA,0,SANTIAGO,12.531140816566309,14.978661680269907,0.20487901544457335,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
72,73,566334,45.0,UNV,CAS,31,119.0,SANTIAGO,0,206772,0,0,433,0,0,1,1700000,FUGA,1,SANTIAGO,13.246941054889222,14.346139397261565,0.05226749081435538,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
73,74,279245,44.0,MED,CAS,84,105.0,SANTIAGO,0,6476,0,78523,328,481,279,2,3200000,FUGA,1,SANTIAGO,12.539848392746492,14.978661680269907,0.044041202937512625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
74,75,288328,44.0,UNV,CAS,29,89.0,SANTIAGO,240688,291357,0,0,865,4693,0,2,900000,NO FUGA,0,SANTIAGO,12.571857468231238,13.710151153416941,0.26636529032411504,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
75,76,113021,44.0,TEC,SOL,104,93.0,SANTIAGO,0,0,0,61195,0,627,0,0,2400000,NO FUGA,0,SANTIAGO,11.635337769010274,14.690979711984754,0.07814350556849739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
76,77,5363140,44.0,UNV,CAS,55,90.0,SANTIAGO,221828,17596,0,4673,784,0,0,2,900000,FUGA,1,SANTIAGO,15.495060368874348,13.710151153416941,0.00652288451488174,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
77,78,229710,28.0,TEC,SOL,18,83.0,SANTIAGO,0,274243,0,10664,156,0,1,1,1800000,FUGA,1,SANTIAGO,12.344577276080853,14.403297778421795,0.17728253636572822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
78,79,473025,42.0,UNV,CAS,19,115.0,SANTIAGO,0,115101,0,0,6,0,67,1,8000000,NO FUGA,0,SANTIAGO,13.066905634250896,15.894952224644102,0.034783724810678984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
79,80,491374,60.0,MED,CAS,149,108.0,SANTIAGO,0,108472,0,87170,0,0,75,0,3700000,NO FUGA,0,SANTIAGO,13.104962862724161,15.123843647884687,0.05690108610898071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
80,81,2251807,30.0,MED,SOL,101,88.0,SANTIAGO,0,873822,0,314751,1159,0,67,1,8000000,NO FUGA,0,SANTIAGO,14.627244007058241,15.894952224644102,0.0754822365200164,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
81,82,1851839,37.0,TEC,SOL,73,86.0,SANTIAGO,0,424439,0,0,0,24243,0,0,3900000,NO FUGA,0,SANTIAGO,14.431690297367611,15.176487367510099,0.03461292878515434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
82,83,42526,29.0,TEC,SOL,37,88.0,SANTIAGO,0,332017,0,19540,188,0,19,1,1900000,NO FUGA,0,SANTIAGO,10.657894447316275,14.45736497045232,1.1816804509510148,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
83,84,290261,28.0,MED,SOL,15,513.0,CON-CON,0,587190,0,0,5,14251,56,1,1900000,NO FUGA,0,CON-CON,12.578539242374763,14.45736497045232,0.2960404601376003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
84,85,1690612,32.0,TEC,SOL,90,80.0,SANTIAGO,0,420275,0,108064,0,0,59423,0,8000000,NO FUGA,0,SANTIAGO,14.340601743025065,15.894952224644102,0.049666122597700035,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
85,86,2717617,44.0,MED,CAS,55,90.0,SANTIAGO,451869,78570,0,0,1012,4690,0,2,550000,FUGA,1,SANTIAGO,14.815266319297892,13.217675375388819,0.02818341005583726,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
86,87,1387024,53.0,TEC,CAS,84,85.0,SANTIAGO,0,0,0,0,719,2640,126,2,8000000,NO FUGA,0,SANTIAGO,14.142671723647867,15.894952224644102,0.0003590420929991118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
87,88,646488,47.0,TEC,CAS,40,71.0,VLLA ALEMANA,0,186218,0,524,112,0,2436,2,8000000,NO FUGA,0,VLLA ALEMANA,13.379311462354789,15.894952224644102,0.04182841975190789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
88,89,701143,43.0,UNV,CAS,152,89.0,SANTIAGO,0,393843,0,389187,3285,0,936,3,2600000,FUGA,1,SANTIAGO,13.460468565748148,14.77102238760702,0.1604017603093398,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
89,90,481863,57.0,MED,CAS,34,88.0,SANTIAGO,0,70088,0,22567,108,0,7,1,2400000,NO FUGA,0,SANTIAGO,13.085417195542423,14.690979711984754,0.027503668055028088,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
90,91,72123,36.0,TEC,SOL,116,131.0,RANCAGUA,1381010,14626,0,0,2119,6621,380,1,1100000,NO FUGA,0,RANCAGUA,11.186142138896258,13.910821646859095,2.782462895727735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
91,92,4995,41.0,MED,CAS,55,90.0,SANTIAGO,0,227829,0,554883,0,0,5408,1,7200000,FUGA,1,SANTIAGO,8.516392871245468,15.789591722875162,22.54028314028314,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
92,93,71843,46.0,UNV,CAS,138,1.0,ARICA,0,597029,0,0,330,383,0,1,6100000,FUGA,1,ARICA,11.182252380713352,15.623799493077952,1.188589801968976,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
93,94,517060,55.0,UNV,SOL,24,80.0,SANTIAGO,0,59487,0,157138,130,0,0,1,2200000,FUGA,1,SANTIAGO,13.155916134925068,14.603968372873895,0.05988694321189583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
94,95,880921,27.0,TEC,CAS,100,88.0,SANTIAGO,0,100945,0,0,3,0,0,1,4800000,NO FUGA,0,SANTIAGO,13.68872436524397,15.38412668421143,0.016370691258677808,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
95,96,476431,45.0,MED,CAS,76,96.0,SANTIAGO,0,30045,0,0,110,0,0,1,1900000,FUGA,1,SANTIAGO,13.074080284652453,14.45736497045232,0.009042232768228768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
96,97,37759,46.0,UNV,CAS,55,90.0,SANTIAGO,0,0,0,0,15,0,0,1,1800000,FUGA,1,SANTIAGO,10.539005620259436,14.403297778421795,6.053429078403256e-05,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
